antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'BMIGroup_Underweight'}),"frozenset({'DietQuality', 'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'Diagnosis'})",frozenset({'AlcoholConsumption'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",frozenset({'Diagnosis'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'AlcoholConsumption', 'Diagnosis'})",frozenset({'FamilyHistoryAlzheimers'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Diagnosis'})",frozenset({'DietQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'FamilyHistoryAlzheimers'})","frozenset({'AlcoholConsumption', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'Diagnosis'})","frozenset({'DietQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption'})","frozenset({'DietQuality', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'AlcoholConsumption', 'Diagnosis'})","frozenset({'DietQuality', 'FamilyHistoryAlzheimers'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DietQuality'}),"frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'FamilyHistoryAlzheimers'}),"frozenset({'DietQuality', 'AlcoholConsumption', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'Diagnosis'}),"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'AlcoholConsumption'}),"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'FamilyHistoryAlzheimers'})",frozenset({'AlcoholConsumption'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'AlcoholConsumption'})",frozenset({'FamilyHistoryAlzheimers'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'AlcoholConsumption'})",frozenset({'DietQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight'})","frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight'})","frozenset({'DietQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'DietQuality', 'FamilyHistoryAlzheimers'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'Diagnosis'})",frozenset({'AlcoholConsumption'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'AlcoholConsumption'})",frozenset({'Diagnosis'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption', 'Diagnosis'})",frozenset({'DietQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight'})","frozenset({'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'DietQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'DietQuality', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'Diagnosis'})",frozenset({'AlcoholConsumption'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'AlcoholConsumption'})",frozenset({'Diagnosis'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Diagnosis'})",frozenset({'SleepQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'AlcoholConsumption', 'SleepQuality', 'Diagnosis'})",frozenset({'FamilyHistoryAlzheimers'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality'})","frozenset({'AlcoholConsumption', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'Diagnosis'})","frozenset({'SleepQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption'})","frozenset({'SleepQuality', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'AlcoholConsumption', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'FamilyHistoryAlzheimers'}),"frozenset({'AlcoholConsumption', 'SleepQuality', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'SleepQuality'}),"frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'Diagnosis'}),"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'AlcoholConsumption'}),"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality'})",frozenset({'AlcoholConsumption'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'AlcoholConsumption'})",frozenset({'SleepQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption'})",frozenset({'FamilyHistoryAlzheimers'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight'})","frozenset({'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'Diagnosis'})",frozenset({'AlcoholConsumption'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption'})",frozenset({'Diagnosis'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption', 'Diagnosis'})",frozenset({'SleepQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'AlcoholConsumption', 'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'Diagnosis'})",frozenset({'AlcoholConsumption'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'AlcoholConsumption'})",frozenset({'Diagnosis'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption', 'Diagnosis'})",frozenset({'FamilyHistoryAlzheimers'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight'})","frozenset({'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'SleepQuality', 'FamilyHistoryAlzheimers'})",frozenset({'PhysicalActivity'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'PhysicalActivity'})",frozenset({'SleepQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity'})",frozenset({'FamilyHistoryAlzheimers'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'PhysicalActivity'})",frozenset({'DietQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'FamilyHistoryAlzheimers'})","frozenset({'SleepQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality'})","frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'PhysicalActivity'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality'})","frozenset({'DietQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity'})","frozenset({'DietQuality', 'SleepQuality'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'PhysicalActivity'})","frozenset({'DietQuality', 'FamilyHistoryAlzheimers'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DietQuality'}),"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'FamilyHistoryAlzheimers'}),"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'SleepQuality'}),"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'PhysicalActivity'}),"frozenset({'DietQuality', 'SleepQuality', 'FamilyHistoryAlzheimers'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity'})",frozenset({'Diagnosis'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'Diagnosis'})",frozenset({'PhysicalActivity'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'PhysicalActivity', 'Diagnosis'})",frozenset({'SleepQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'PhysicalActivity', 'Diagnosis'})",frozenset({'DietQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality'})","frozenset({'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'PhysicalActivity'})","frozenset({'SleepQuality', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'Diagnosis'})","frozenset({'SleepQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'PhysicalActivity'})","frozenset({'DietQuality', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'Diagnosis'})","frozenset({'DietQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'PhysicalActivity', 'Diagnosis'})","frozenset({'DietQuality', 'SleepQuality'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DietQuality'}),"frozenset({'SleepQuality', 'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'SleepQuality'}),"frozenset({'DietQuality', 'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'PhysicalActivity'}),"frozenset({'DietQuality', 'SleepQuality', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'Diagnosis'}),"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'SleepQuality'})",frozenset({'PhysicalActivity'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'PhysicalActivity'})",frozenset({'SleepQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'PhysicalActivity'})",frozenset({'DietQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight'})","frozenset({'SleepQuality', 'PhysicalActivity'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'DietQuality', 'PhysicalActivity'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'PhysicalActivity'})","frozenset({'DietQuality', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'PhysicalActivity'})",frozenset({'Diagnosis'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'Diagnosis'})",frozenset({'PhysicalActivity'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'PhysicalActivity', 'Diagnosis'})",frozenset({'FamilyHistoryAlzheimers'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'Diagnosis'})",frozenset({'DietQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'FamilyHistoryAlzheimers'})","frozenset({'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'PhysicalActivity'})","frozenset({'FamilyHistoryAlzheimers', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity'})","frozenset({'DietQuality', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'Diagnosis'})","frozenset({'DietQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'PhysicalActivity', 'Diagnosis'})","frozenset({'DietQuality', 'FamilyHistoryAlzheimers'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DietQuality'}),"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'FamilyHistoryAlzheimers'}),"frozenset({'DietQuality', 'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'PhysicalActivity'}),"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'Diagnosis'}),"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'FamilyHistoryAlzheimers'})",frozenset({'PhysicalActivity'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'PhysicalActivity'})",frozenset({'FamilyHistoryAlzheimers'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'PhysicalActivity'})",frozenset({'DietQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight'})","frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight'})","frozenset({'DietQuality', 'PhysicalActivity'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'PhysicalActivity'})","frozenset({'DietQuality', 'FamilyHistoryAlzheimers'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'DietQuality', 'FamilyHistoryAlzheimers', 'PhysicalActivity'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'PhysicalActivity'})",frozenset({'Diagnosis'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'Diagnosis'})",frozenset({'PhysicalActivity'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
